SongID,Title,Artist,Tags,Cover,Difficulty
0683,Throw Your Arms Around Me,Hunters and Collectors,"Aussie, 90s",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/f6/fc/a3/f6fca3d9-a021-21e3-8b2e-55ec790a4874/Hunters_Collectors.jpg/600x600bb.jpg,
0684,Thunderstruck,AC/DC,"90s, Aussie",https://i.scdn.co/image/ab67616d0000b2738399047ff71200928f5b6508,
0685,Time After Time,Cyndi Lauper,80s,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/24/2b/17/242b174c-cd38-b06a-7f99-730709f3b676/mzi.ziiqrpeb.jpg/600x600bb.jpg,
0686,Time of My Life (from Dirty Dancing),Bill Medley and Jennifer Warnes,Duet,https://i.scdn.co/image/ab67616d0000b273927530e44371f0bc1bb296d4,
0687,Time Served,Joey Landreth,,https://i.scdn.co/image/ab67616d0000b273afa359901dbcf412c5ad9d01,
0688,Time Warp,The Rocky Horror Picture Show,"Showtunes, 80s, Halloween",https://i.scdn.co/image/ab67616d0000b2736f4a626d8494d87372b18dd2,
0689,Times Like These,Foo Fighters,,https://i.scdn.co/image/ab67616d0000b273b00ee453b3496535eaa6e4b3,
0690,Tiny Dancer,Elton John,Bangers,https://i.scdn.co/image/ab67616d0000b273d03ab2da904d8251a87bbc31,
0691,Titanium,Sia,"Aussie, Bangers",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fc/65/87/fc658776-ba89-c9c8-09f0-122ae980e8b2/mzi.zlucmwve.jpg/600x600bb.jpg,
0692,To Be With You,Mr Big,90s,https://i.scdn.co/image/ab67616d0000b2733772435cf1da78168bc1feae,
0693,To Her Door,Paul Kelly,Aussie,https://i.scdn.co/image/ab67616d0000b273fa242932fea6220f16733e63,
0694,Together,Tom Tuena,Aussie,https://i.scdn.co/image/ab67616d0000b273a21bfefd9b9ce376256f6307,
0695,Tomorrow,silverchair,Aussie,https://i.scdn.co/image/ab67616d0000b27372c3447a562fc7be1c8e1255,
0696,Tonight You Belong to Me,Steve Martin,,https://i.scdn.co/image/ab67616d0000b2735f71ec43b302d6fad5688f1b,
0697,Too Late,The Paper Kites,Aussie,https://i.scdn.co/image/ab67616d0000b273fac40a5731f33eaa7043b070,
0698,Torn,Natalie Imbruglia,"90s, Aussie",https://i.scdn.co/image/ab67616d0000b27384bb2b1e87d5ba0bac8871a2,
0699,Total Eclipse of the Heart,Bonnie Tyler,,https://i.scdn.co/image/ab67616d0000b2738cefe8e2f2cfd63ce073fa96,
0700,Toxic,Britney Spears,,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,
0701,Treat Her Right,George Thorogood,,https://i.scdn.co/image/ab67616d0000b27369def8bf9e3ee1526f46b19c,
0702,Tribute,Tenacious D,00s,https://i.scdn.co/image/ab67616d0000b273ee0285c63a334af9b91fa12b,
0703,True Colors,Cyndi Lauper,80s,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/24/2b/17/242b174c-cd38-b06a-7f99-730709f3b676/mzi.ziiqrpeb.jpg/600x600bb.jpg,
0704,Truth Hurts,Lizzo,"Pop, Banger",https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,
0705,Try A Little Tenderness,Otis Redding,Soul,https://i.scdn.co/image/ab67616d0000b273ffffe932598090498459b77c,
0706,Twenty-Four,Switchfoot,,https://i.scdn.co/image/ab67616d0000b27343882fdb47a06d880f61efdc,
0707,Twist and Shout,The Beatles,,https://i.scdn.co/image/ab67616d0000b273dbeec63ad914c973e75c24df,
0708,Two of Us,The Beatles,,https://i.scdn.co/image/ab67616d0000b27384243a01af3c77b56fe01ab1,
0709,Two Princes,Spin Doctors,90s,https://i.scdn.co/image/ab67616d0000b273436e38032cf3389d01426eca,
0710,Unaware,Allen Stone,,https://i.scdn.co/image/ab67616d0000b2730ccb24c34e7e628f062f4b61,
0711,Under the Sea,Disney,Showtunes,https://i.scdn.co/image/ab67616d0000b27370085ce3dcd10a4fd8f9ee75,
0712,Undone (The Sweater Song),Weezer,90s,https://i.scdn.co/image/ab67616d0000b273345536847e60f622ee0eae96,
0713,Until I Found You,Stephen Sanchez,2020s,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244,
0714,Up on the Roof,Justin Timberlake,,https://i.scdn.co/image/ab67616d0000b2739f654f519c62925c9303c445,
0715,Uptown Funk,Mark Ronson / Bruno Mars,Pop,https://i.scdn.co/image/ab67616d0000b273f550279ca0c3c2fd02f90cae,
0716,Uptown Girl,Billy Joel,80s,https://i.scdn.co/image/ab67616d0000b273abd613e1f4e193ccc603210f,
0717,Use Somebody,Kings of Leon,,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8,
0718,Valerie,Amy Winehouse,Classic,https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1,
0719,Video Killed The Radio Star,Buggles,80s,https://i.scdn.co/image/ab67616d0000b27370b6cfff0487d653a8c7ce01,
0720,Viva La Vida,Coldplay,Bangers,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/56/bc/3d/56bc3d9c-0a4a-0466-643e-eb9bd748e8bf/190295978037.jpg/600x600bb.jpg,
0721,Wagon Wheel,Darius Rucker,,https://i.scdn.co/image/ab67616d0000b2733c814f8afa852904e9db8a9f,
0722,Wait For It,Hamilton,Showtunes,https://i.scdn.co/image/ab67616d0000b2733743f2dba9dde74bf4338540,
0723,Waiting,Green Day,,https://i.scdn.co/image/ab67616d0000b2736869f1cd33bf72e00313520d,
0724,Waiting on the World to Change,John Mayer,,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f,
0725,Wake Me Up Before You Go-Go,Wham!,80s,https://i.scdn.co/image/ab67616d0000b273a2fc41b0dd6ce4f0d16a4c46,
0726,Walk Like an Egyptian,The Bangles,80s,https://i.scdn.co/image/ab67616d0000b2734aaad3bb593721bcaa6827d6,
0727,Walkin' After Midnight,Patsy Cline,Country,https://i.scdn.co/image/ab67616d0000b27397f9dd1653b9dbd23acc5cb1,
0728,Walking in Memphis,Mark Cohn,,https://i.scdn.co/image/ab67616d0000b273fef22fd8fc8a75322f0050da,
0729,Walking on Broken Glass,Annie Lennox,80s,https://i.scdn.co/image/ab67616d0000b273c5a897378c8caf5cd11935a6,
0730,Walking on Sunshine,Katrina and the Waves,80s,https://i.scdn.co/image/ab67616d0000b273eafaf556eda644a745d0144d,
0731,Walt Grace's Submarine Test,John Mayer,,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694,
0732,Wanna Be Your Lover,Prince,80s,https://i.scdn.co/image/ab67616d0000b273d539ebc9ac4dc40946532580,
0733,Wannabe,Spice Girls,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b27363facc42e4a35eb3aa182b59,
0734,Want Want,Maggie Rogers,,https://i.scdn.co/image/ab67616d0000b2730fdfb62956211c999c39a5a3,
0735,Want You Back,HAIM,,https://i.scdn.co/image/ab67616d0000b2730d7673ef82fe292b0463060b,
0736,War Is Over (Happy Christmas),John Lennon & Yoko Ono,,https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d,
0737,Watch Over Me,Bernard Fanning,Aussie,https://i.scdn.co/image/ab67616d0000b27367b17be9ebd5d4315406e1c1,
0738,Water of Love,dire straits,80s,https://i.scdn.co/image/ab67616d0000b273e47667214dddedc5095afc11,
0739,Waterfalls,TLC,90s,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5,
0740,Waterloo,ABBA,70s,https://i.scdn.co/image/ab67616d0000b27311c24dc7f5ef909381c0a7d6,
0741,Watermelon Sugar,Harry Styles,Pop,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,
0742,Waving Through A Window,Dear Evan Hansen,Showtunes,https://i.scdn.co/image/ab67616d0000b273e3392b8eb5f5e59cb15980be,
0743,We Are Never Ever Getting Back Together,Taylor Swift,Pop,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,
0744,We Are the Champions,Queen,,https://i.scdn.co/image/ab67616d0000b27393c65b02f4a72cd6eccf446d,
0745,We Belong Together,Richie Valens,50s,https://i.scdn.co/image/ab67616d00001e027723fdc89d8e25e65aa6730d,
0746,We Don't Talk About Bruno,Disney,,https://i.scdn.co/image/ab67616d0000b2732a671025354eca3583d9aa34,
0747,We Found Love,Rihanna,"Pop, 00s",https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,
0748,We Wish You a Merry Christmas,Christmas,,https://i.scdn.co/image/ab67616d0000b273a640be34ee9f2a864396bc20,
0749,Wedding Dress,Derek Webb,,https://i.scdn.co/image/ab67616d0000b2734ba91d2e31ab6b628ac5ff69,
0750,What A Man,Linda Lyndell,"Soul, Stax, 60s, 90s",https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,
0751,What I Like About You,The Romantics,,https://i.scdn.co/image/ab67616d0000b2734b502623ce2ab3d27798876a,
0752,What Makes You Beautiful,One Direction,,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e,
0753,What the World Needs Now,Burt Bacharach,,https://i.scdn.co/image/ab67616d0000b2737489790811cd6b0c5b4eff88,
0754,What's Going On,Marvin Gaye,Soul,https://i.scdn.co/image/ab67616d0000b273b36949bee43217351961ffbc,
0755,What's Love Got To Do With It,Tina Turner,80s,https://i.scdn.co/image/ab67616d0000b273e9c361da971c6e81b51ef06b,
0756,What's My Age Again?,Blink 182,"Rock, 90s",https://i.scdn.co/image/ab67616d0000b2736da502e35a7a3e48de2b0f74,
0757,What's Up?,4 Non Blondes,"Bangers, 90s",https://i.scdn.co/image/ab67616d0000b273381371cb8ce680d0dc324600,
0758,When I Come Around,Green Day,"Rock, 90s",https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,
0759,When Will My Life Begin?,Disney (Tangled),2000s,https://i.scdn.co/image/ab67616d0000b27319055a83e606ff5ea0fa476e,
0760,Where The Streetshave No Name,U2,,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe,
0761,Where You're At,Allen Stone,,https://i.scdn.co/image/ab67616d0000b273d57ac73c10168c3082d6160e,
0762,Wherever Is Your Heart I Call Home,Brandi Carlile,Country,https://i.scdn.co/image/ab67616d00001e026ae87ba9541e21c4e5a5926d,
0763,Whiskey Lullaby,Brad Paisley,Country,https://i.scdn.co/image/ab67616d0000b2736217585c07b7417999f03d92,
0764,White Man's World,Jason Isbell,Country,https://i.scdn.co/image/ab67616d0000b2738aac8a5f5e60ea65ec028392,
0765,Who Are We Fooling?,Brooke Fraser,,https://i.scdn.co/image/ab67616d0000b273832fec9291df86f9b2310bea,
0766,Who Will Save Your Soul?,Jewel,90s,https://i.scdn.co/image/ab67616d0000b273c9b83d0f8a38ab1a0fd85d20,
0767,Whose Bed Have Your Boots Been Under,Shania Twain,90s,https://i.scdn.co/image/ab67616d0000b273e47667214dddedc5095afc11,
0768,Why Am I Like This?,Orla Gartland,,https://i.scdn.co/image/ab67616d0000b27327162270a1dfeb1b73f6c6b1,
0769,Why Did It Have to be Me,ABBA,70s,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0,
0770,Wild World,Cat Stevens,,https://i.scdn.co/image/ab67616d0000b273e7248738c2f7ce3b5584b15d,
0771,Wildfire,John Mayer,,https://i.scdn.co/image/ab67616d0000b2738e3ab1cbd76d15dc64450a13,
0772,Wildflowers,Tom Petty; The Wailin' Jennys,"90s, 2010s",https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b,
0773,Winter Wonderland,Christmas,,https://i.scdn.co/image/ab67616d0000b273a4d50475b17f8aab05507772,
0774,Wintersong,Blake Mills,,https://i.scdn.co/image/ab67616d0000b2734db0fc4a04ae57304f41a1b8,
0775,With a Little Help From My Friends,The Beatles,,https://i.scdn.co/image/ab67616d0000b27334ef8f7d06cf2fc2146f420a,
0776,With or Without You,U2,,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe,
0777,"With You, Without you",Brad Paisley,Country,https://i.scdn.co/image/ab67616d0000b2739df06e6e8206ad4bf66405bf,
0778,Wonderful World,Sam Cooke,60s,https://i.scdn.co/image/ab67616d0000b27309880a7b8636c5a0615dc0c8,
0779,Wonderwall,Oasis,Classic,https://i.scdn.co/image/ab67616d0000b2737a4c8c59851c88f6794c3cbf,
0780,Wouldn't It Be Nice,The Beach Boys,,https://i.scdn.co/image/ab67616d0000b273ad3d008a0940bdb6588c7319,
0781,XO,Beyoncé,,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,
0782,Yesterday,The Beatles,,https://i.scdn.co/image/ab67616d0000b273e3e3b64cea45265469d4cafa,
0783,You Are Mine,MuteMath,,https://i.scdn.co/image/ab67616d0000b273d0c3e834193e9dc4c68d8df0,
0784,You Are My Sunshine,Johnny Cash,,https://i.scdn.co/image/ab67616d0000b273b905a2b99e3510c2fd7d07c2,
0785,You Belong With Me,Taylor Swift,"Country, Pop, Classic",https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de,
0786,You Can Call Me Al,Paul Simon,80s,https://i.scdn.co/image/ab67616d0000b2736cdb6a54108ae5653f79b923,
0787,You Can Close Your Eyes,James Taylor,,https://i.scdn.co/image/ab67616d0000b2731dcc2476bfef39515e3b473a,
0788,You Can Leave Your Hat On,Joe Cocker,,https://i.scdn.co/image/ab67616d0000b2733f717e644cddcd7bc55c9885,
0789,You Can Never Hold Back Spring,Tom Waits,,https://i.scdn.co/image/ab67616d0000b27359237cc9e74983afdbdde78e,
0790,You Can't Hurry Love,The Supremes,Soul,https://i.scdn.co/image/ab67616d0000b273a16ea5e673cc4c6e8f91d5ca,
0791,You Gotta Be,Des'ree,,https://i.scdn.co/image/ab67616d00001e02b377dfe19197193c621ed7aa,
0792,You Keep Me Hanging On,Vanilla Fudge,,https://i.scdn.co/image/ab67616d0000b273bed31a996247292940f122a3,
0793,You Learn,Alanis Morissette,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b273242e643ea07118ecf677a6ef,
0794,You Make My Dreams,Hall & Oates,,https://i.scdn.co/image/ab67616d0000b273fe1a9aa59e3c6189a09ae37a,
0795,You Oughta Know,Alanis Morissette,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b273242e643ea07118ecf677a6ef,
0796,You Shook Me All Night Long,AC/DC,"90s, Aussie",https://i.scdn.co/image/ab67616d0000b2730b51f8d91f3a21e8426361ae,
0797,You Were Meant For Me,Jewel,90s,https://i.scdn.co/image/ab67616d0000b273c9b83d0f8a38ab1a0fd85d20,
0798,You Were On My Mind,Lucius,,https://i.scdn.co/image/ab67616d0000b27372072ffce9bd372ab74663a2,
0799,You'll Be Back,Hamilton,Showtunes,https://i.scdn.co/image/ab67616d0000b273d72fb5571087bca0a2fed008,
0800,You’re a Mean One Mr Grinch,Christmas,,https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/b8/7b/a3/b87ba315-072f-f174-fb82-49fc48735941/886444220668.jpg/600x600bb.jpg,
0801,You're Still The One,Shania Twain,"Country, 90s",https://i.scdn.co/image/ab67616d00001e02aaf012d56b8c72658da6c45f,
0802,You're The One That I Want,John Travolta,Showtunes,https://i.scdn.co/image/ab67616d00001e02b68df485f3304211904548a8,
0803,You're Welcome,Moana,,https://i.scdn.co/image/ab67616d00001e023505183cc0e24d2f7560174a,
0804,You've Got To Hide Your Love Away,The Beatles,,https://i.scdn.co/image/ab67616d00001e02e3e3b64cea45265469d4cafa,
0805,You've Lost That Lovin' Feeling,The Righteous Brothers,,https://i.scdn.co/image/ab67616d0000b273b48967029aa8ece08e9afa9a,
0806,Your Cheatin’ Heart,Hank Williams,Country,https://i.scdn.co/image/ab67616d0000b273058ec9749ace1aa96ab57829,
0807,Zombie,The Cranberries,90s,https://i.scdn.co/image/ab67616d0000b273f9b3ece3271d3a5fa73d3759,
